sum_payment_value,sum_price,total_payments,avg_review_score,payments_review_interaction,price_payments_interaction,is_discounted,sales_roll_mean_7,sales_roll_mean_30,orders_roll_mean_7,orders_roll_mean_30,year,month,day_of_week,is_weekend,state_freq_enc,city_freq_enc,order_purchase_timestamp
105.17,93.9,1,5.0,5.0,93.9,0,6547.077142857143,8332.030666666666,54.142857142857146,62.3,2017,2,6,1,0.41980671956235355,0.009432728954857654,2017-02-26 20:16:47
25.51,10.99,1,3.0,3.0,10.99,0,6547.077142857143,8332.030666666666,54.142857142857146,62.3,2017,2,6,1,0.11700405265433775,0.00018101185627658611,2017-02-26 20:47:27
36.95,25.99,1,5.0,5.0,25.99,0,6547.077142857143,8332.030666666666,54.142857142857146,62.3,2017,2,6,1,0.41980671956235355,0.006365583612393279,2017-02-26 20:55:50
195.81,144.2,1,1.0,1.0,144.2,0,6547.077142857143,8332.030666666666,54.142857142857146,62.3,2017,2,6,1,0.41980671956235355,0.0014179262074999245,2017-02-26 21:03:46
208.59,188.99,1,5.0,5.0,188.99,0,6547.077142857143,8332.030666666666,54.142857142857146,62.3,2017,2,6,1,0.11700405265433775,0.00036202371255317223,2017-02-26 21:07:49
86.12,68.9,1,4.0,4.0,68.9,0,6547.077142857143,8332.030666666666,54.142857142857146,62.3,2017,2,6,1,0.41980671956235355,0.15627356925211935,2017-02-26 22:01:17
138.62,119.8,1,5.0,5.0,119.8,0,6547.077142857143,8332.030666666666,54.142857142857146,62.3,2017,2,6,1,0.41980671956235355,0.15627356925211935,2017-02-26 22:28:40
212.24,190.0,1,5.0,5.0,190.0,0,6547.077142857143,8332.030666666666,54.142857142857146,62.3,2017,2,6,1,0.41980671956235355,0.15627356925211935,2017-02-26 22:47:23
81.78,69.9,1,5.0,5.0,69.9,0,6547.077142857143,8332.030666666666,54.142857142857146,62.3,2017,2,6,1,0.41980671956235355,0.0027151778441487917,2017-02-26 23:08:40
274.82,199.0,1,5.0,5.0,199.0,0,6547.077142857143,8332.030666666666,54.142857142857146,62.3,2017,2,6,1,0.11700405265433775,0.02788588208083185,2017-02-26 23:33:43
198.46,169.0,1,4.0,4.0,169.0,0,6547.077142857143,8332.030666666666,54.142857142857146,62.3,2017,2,6,1,0.002815739986524673,2.0112428475176234e-05,2017-02-26 23:37:07
28.72,20.0,1,2.0,2.0,20.0,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.15627356925211935,2017-02-27 02:20:06
105.83,89.99,1,3.0,3.0,89.99,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.11700405265433775,0.0009855089952836356,2017-02-27 06:46:22
145.59,128.99,1,5.0,5.0,128.99,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.05496726702265665,0.0004022485695035247,2017-02-27 08:03:48
35.65,20.0,1,5.0,5.0,20.0,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.15627356925211935,2017-02-27 09:17:19
93.97,69.0,1,5.0,5.0,69.0,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.004977826047606118,0.00019106807051417425,2017-02-27 09:27:13
143.66,129.0,1,5.0,5.0,129.0,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.15627356925211935,2017-02-27 09:38:12
349.40999999999997,307.25,1,5.0,5.0,307.25,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.050733600828632056,0.001106183566134693,2017-02-27 09:49:06
18.69,9.97,1,5.0,5.0,9.97,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.15627356925211935,2017-02-27 10:07:18
114.77,99.9,1,5.0,5.0,99.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.001096127351897105,2017-02-27 10:10:15
63.42,48.9,1,1.0,1.0,48.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.0003519674983155841,2017-02-27 11:18:01
121.72,99.8,1,4.0,4.0,99.8,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.0014179262074999245,2017-02-27 11:33:35
84.08,59.9,1,5.0,5.0,59.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.15627356925211935,2017-02-27 11:58:28
51.02,21.98,1,5.0,5.0,21.98,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.03657445118210798,0.00085477821019499,2017-02-27 12:26:09
150.62,135.9,1,5.0,5.0,135.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.15627356925211935,2017-02-27 12:37:54
48.48,27.68,1,4.0,4.0,27.68,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.002815739986524673,0.00010056214237588118,2017-02-27 14:20:46
80.36,32.9,1,2.0,2.0,32.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.03657445118210798,0.005732042115425227,2017-02-27 14:39:11
53.73,42.0,1,5.0,5.0,42.0,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.15627356925211935,2017-02-27 15:07:11
30.95,19.99,1,4.0,4.0,19.99,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.002815739986524673,2017-02-27 15:16:24
349.40999999999997,307.25,1,5.0,5.0,307.25,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.009804808881648414,4.022485695035247e-05,2017-02-27 15:39:41
349.40999999999997,307.25,1,5.0,5.0,307.25,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.15627356925211935,2017-02-27 16:01:28
349.40999999999997,307.25,1,5.0,5.0,307.25,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.03399000412304784,9.050592813829306e-05,2017-02-27 16:22:04
242.1,199.8,1,5.0,5.0,199.8,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.009120986313492422,0.002493941130921853,2017-02-27 16:23:21
231.25,194.9,1,5.0,5.0,194.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.014521173359077242,2017-02-27 16:29:57
179.56,156.99,1,5.0,5.0,156.99,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.11700405265433775,0.001719612634627568,2017-02-27 16:42:32
72.5,59.5,1,4.0,4.0,59.5,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.11700405265433775,0.0004324172122162891,2017-02-27 17:25:10
80.77,59.9,1,5.0,5.0,59.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.15627356925211935,2017-02-27 18:30:11
34.42,19.9,1,5.0,5.0,19.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.12924246538148249,0.00411299162317354,2017-02-27 18:34:54
76.02,59.9,1,5.0,5.0,59.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.05496726702265665,0.0005631479973049346,2017-02-27 18:51:34
64.42,49.9,1,4.0,4.0,49.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.11700405265433775,2.0112428475176234e-05,2017-02-27 19:33:53
116.24,104.9,1,5.0,5.0,104.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.15627356925211935,2017-02-27 19:40:30
120.85,99.9,1,5.0,5.0,99.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.050733600828632056,0.015295501855371527,2017-02-27 19:54:25
46.99,29.9,2,5.0,10.0,59.8,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.12924246538148249,0.0023330417031204435,2017-02-27 19:54:44
87.22,69.99,1,1.0,1.0,69.99,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.11700405265433775,0.00012067457085105741,2017-02-27 20:00:10
349.40999999999997,307.25,5,5.0,25.0,1536.25,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.005390130831347231,0.000683822568155992,2017-02-27 20:35:32
58.39,37.99,1,3.0,3.0,37.99,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.004153216480123892,0.002483884916684265,2017-02-27 21:24:42
151.51,129.0,1,4.0,4.0,129.0,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.15627356925211935,2017-02-27 21:33:10
18.76,7.8,1,1.0,1.0,7.8,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.000512866926116994,2017-02-27 21:44:14
32.96,22.0,1,5.0,5.0,22.0,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,9.050592813829306e-05,2017-02-27 22:13:04
46.01,30.9,1,1.0,1.0,30.9,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.12924246538148249,0.06920686638308142,2017-02-27 22:23:36
89.56,21.2,1,5.0,5.0,21.2,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.12924246538148249,0.06920686638308142,2017-02-27 23:18:11
60.34,35.5,1,3.0,3.0,35.5,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.004877263905230237,1.0056214237588117e-05,2017-02-27 23:20:38
77.42,59.98,1,2.0,2.0,59.98,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.41980671956235355,0.15627356925211935,2017-02-27 23:24:34
242.1,199.8,1,5.0,5.0,199.8,0,6217.547142857143,8355.746000000001,51.285714285714285,62.766666666666666,2017,2,0,0,0.05496726702265665,0.013867519433634014,2017-02-27 23:54:11
51.44,39.7,1,5.0,5.0,39.7,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.050733600828632056,7.039349966311682e-05,2017-02-28 08:49:59
163.56,139.8,1,5.0,5.0,139.8,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.014521173359077242,2017-02-28 10:08:49
40.74,15.9,1,5.0,5.0,15.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.004877263905230237,8.044971390070494e-05,2017-02-28 10:15:13
115.81,99.9,1,1.0,1.0,99.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.0006938787823935801,2017-02-28 10:40:01
195.42,179.99,1,5.0,5.0,179.99,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.020444283545016644,0.00019106807051417425,2017-02-28 11:06:43
101.14,89.9,1,5.0,5.0,89.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.15627356925211935,2017-02-28 11:11:32
349.40999999999997,307.25,1,1.0,1.0,307.25,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.050733600828632056,8.044971390070494e-05,2017-02-28 11:27:39
349.40999999999997,307.25,1,1.0,1.0,307.25,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.050733600828632056,0.00029163021289005544,2017-02-28 11:52:41
61.74,45.0,1,3.0,3.0,45.0,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.05496726702265665,0.00010056214237588118,2017-02-28 12:00:26
84.16,69.5,1,5.0,5.0,69.5,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.011956838728492273,2017-02-28 12:10:29
128.68,65.8,1,4.0,4.0,65.8,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.001025733852233988,2017-02-28 12:20:53
139.27,120.99,1,4.0,4.0,120.99,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.002815739986524673,1.0056214237588117e-05,2017-02-28 12:39:01
349.40999999999997,307.25,1,1.0,1.0,307.25,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.12924246538148249,0.06920686638308142,2017-02-28 12:49:50
329.33,307.25,1,4.0,4.0,307.25,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.12924246538148249,0.06920686638308142,2017-02-28 13:26:39
160.18,145.0,1,4.0,4.0,145.0,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.11700405265433775,3.0168642712764353e-05,2017-02-28 13:40:03
76.24,58.99,1,3.0,3.0,58.99,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.05496726702265665,0.0021118049898935045,2017-02-28 13:45:30
101.14,89.9,1,3.0,3.0,89.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.005681761044237286,2017-02-28 14:19:37
87.62,75.7,1,5.0,5.0,75.7,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.0015989380637765106,2017-02-28 14:46:06
52.68,34.9,1,1.0,1.0,34.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.020313552759927998,0.000341911284077996,2017-02-28 14:56:37
145.07,129.99,1,5.0,5.0,129.99,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.11700405265433775,0.00015084321356382177,2017-02-28 15:04:30
89.68,74.99,1,1.0,1.0,74.99,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.11700405265433775,0.004283947265212538,2017-02-28 15:19:04
152.27,139.9,1,5.0,5.0,139.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.004354340764875655,2017-02-28 15:22:46
54.06,38.5,1,5.0,5.0,38.5,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.12924246538148249,0.008537725887712311,2017-02-28 15:35:22
112.3,94.9,1,4.0,4.0,94.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.05496726702265665,0.013867519433634014,2017-02-28 16:11:51
124.44,109.9,1,4.0,4.0,109.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.11700405265433775,0.0042940034794501265,2017-02-28 16:24:19
45.86,34.9,1,5.0,5.0,34.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.00033185506984040786,2017-02-28 16:25:47
211.91,199.9,1,5.0,5.0,199.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.0004223609979787009,2017-02-28 17:10:24
238.08,180.0,1,5.0,5.0,180.0,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.11700405265433775,0.001377701350549572,2017-02-28 17:28:52
111.21,99.9,1,3.0,3.0,99.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.12924246538148249,0.06920686638308142,2017-02-28 17:37:35
63.7,38.86,1,5.0,5.0,38.86,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.009804808881648414,0.004495127764201888,2017-02-28 17:39:47
79.78,55.9,1,5.0,5.0,55.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.03657445118210798,0.0006033728542552871,2017-02-28 17:40:00
46.64,34.9,1,5.0,5.0,34.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.011956838728492273,2017-02-28 17:52:26
49.74,29.9,1,4.0,4.0,29.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.12924246538148249,0.06920686638308142,2017-02-28 17:54:36
95.34,72.9,1,3.0,3.0,72.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.03399000412304784,0.0018603996339538018,2017-02-28 18:07:55
114.0,79.0,1,3.0,3.0,79.0,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.007511992035478324,0.0004022485695035247,2017-02-28 18:07:58
120.93,74.25,1,4.0,4.0,74.25,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.11700405265433775,0.0004022485695035247,2017-02-28 18:47:03
104.7,89.9,1,2.0,2.0,89.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.11700405265433775,9.050592813829306e-05,2017-02-28 18:50:42
349.40999999999997,307.25,1,5.0,5.0,307.25,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.050733600828632056,0.0005229231403545821,2017-02-28 19:07:02
349.40999999999997,307.25,1,4.0,4.0,307.25,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.11700405265433775,0.003761024124857956,2017-02-28 19:14:34
82.97,69.9,1,1.0,1.0,69.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.0015587132068261582,2017-02-28 19:37:04
36.1,19.99,1,4.0,4.0,19.99,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.03657445118210798,8.044971390070494e-05,2017-02-28 19:50:36
349.40999999999997,307.25,1,5.0,5.0,307.25,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.0019710179905672713,2017-02-28 19:58:46
37.72,29.0,1,4.0,4.0,29.0,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.15627356925211935,2017-02-28 20:57:21
165.71,139.99,1,3.0,3.0,139.99,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.002815739986524673,8.044971390070494e-05,2017-02-28 21:01:33
59.04,42.99,1,2.0,2.0,42.99,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.05496726702265665,0.0021118049898935045,2017-02-28 21:09:07
349.40999999999997,307.25,1,5.0,5.0,307.25,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.11700405265433775,0.0004424734264538772,2017-02-28 21:17:05
42.98,29.9,1,5.0,5.0,29.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.15627356925211935,2017-02-28 21:38:21
292.99,279.64,1,4.0,4.0,279.64,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.00019106807051417425,2017-02-28 21:44:19
159.27,139.0,1,1.0,1.0,139.0,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.11700405265433775,0.0021218612041310927,2017-02-28 21:49:29
324.15,199.95000000000002,1,4.0,4.0,199.95000000000002,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.000683822568155992,0.00013073078508864553,2017-02-28 22:12:55
349.40999999999997,307.25,1,4.0,4.0,307.25,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.15627356925211935,2017-02-28 22:19:45
59.76,48.8,1,5.0,5.0,48.8,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.050733600828632056,0.0002815739986524673,2017-02-28 22:22:48
165.37,139.9,1,5.0,5.0,139.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.009804808881648414,0.004495127764201888,2017-02-28 22:48:02
69.45,54.9,1,5.0,5.0,54.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.03657445118210798,0.0002312929274645267,2017-02-28 23:08:47
71.71,59.9,1,5.0,5.0,59.9,0,6676.877142857143,8445.771999999999,53.285714285714285,63.43333333333333,2017,2,1,0,0.41980671956235355,0.014521173359077242,2017-02-28 23:47:08
52.18,29.9,1,1.0,1.0,29.9,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.009120986313492422,0.002493941130921853,2017-03-01 00:01:30
49.96,39.0,1,4.0,4.0,39.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.011956838728492273,2017-03-01 00:12:13
118.03,99.9,1,5.0,5.0,99.9,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.03399000412304784,0.0007240474251063445,2017-03-01 00:44:11
43.05,27.0,1,5.0,5.0,27.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.15627356925211935,2017-03-01 02:16:01
188.18,158.9,1,4.0,4.0,158.9,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.11700405265433775,0.02788588208083185,2017-03-01 06:24:20
49.52,35.0,1,3.0,3.0,35.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.11700405265433775,0.00027151778441487917,2017-03-01 08:08:10
147.06,128.8,1,4.0,4.0,128.8,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.15627356925211935,2017-03-01 08:28:57
66.99,49.9,1,4.0,4.0,49.9,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.11700405265433775,9.050592813829306e-05,2017-03-01 08:32:00
40.95,29.99,1,3.0,3.0,29.99,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,3.0168642712764353e-05,2017-03-01 08:47:36
224.42,0.0,1,1.0,1.0,0.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.01661286592049557,5.028107118794059e-05,2017-03-01 09:02:12
30.96,20.0,1,5.0,5.0,20.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.00014078699932623364,2017-03-01 09:02:58
178.18,157.0,1,4.0,4.0,157.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.11700405265433775,0.00020112428475176235,2017-03-01 09:13:57
49.8,29.0,2,5.0,10.0,58.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.03399000412304784,0.012519986725797206,2017-03-01 09:25:31
114.79,98.99,1,5.0,5.0,98.99,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.005681761044237286,2017-03-01 09:26:18
116.24,104.9,1,5.0,5.0,104.9,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.15627356925211935,2017-03-01 09:49:51
96.14,78.75,1,5.0,5.0,78.75,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.020444283545016644,0.0033587755553544313,2017-03-01 09:56:20
349.40999999999997,0.0,1,1.0,1.0,0.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.03657445118210798,0.0002815739986524673,2017-03-01 10:02:02
187.47,169.0,1,5.0,5.0,169.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.001096127351897105,2017-03-01 10:03:51
124.53,110.0,1,4.0,4.0,110.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.15627356925211935,2017-03-01 10:08:34
38.06,22.5,1,5.0,5.0,22.5,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.11700405265433775,0.0005732042115425227,2017-03-01 10:28:55
56.86,45.9,1,3.0,3.0,45.9,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.001096127351897105,2017-03-01 10:46:15
38.71,29.99,1,4.0,4.0,29.99,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.15627356925211935,2017-03-01 10:50:52
27.59,9.0,1,5.0,5.0,9.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.021520298468438573,0.02142979254030028,2017-03-01 10:56:53
87.51,59.9,1,5.0,5.0,59.9,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.15627356925211935,2017-03-01 10:57:05
64.52,50.0,1,5.0,5.0,50.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.11700405265433775,0.00033185506984040786,2017-03-01 11:03:28
122.06,109.9,1,3.0,3.0,109.9,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.002252591989219738,2017-03-01 11:11:44
92.11,72.9,1,3.0,3.0,72.9,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.020313552759927998,0.00010056214237588118,2017-03-01 11:17:55
163.16,145.99,1,5.0,5.0,145.99,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.0025140535593970296,2017-03-01 11:21:58
82.87,64.99,1,3.0,3.0,64.99,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.020313552759927998,0.000341911284077996,2017-03-01 11:24:17
103.93,0.0,1,2.0,2.0,0.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.003248157198740962,2017-03-01 11:26:37
46.11,32.0,1,4.0,4.0,32.0,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.15627356925211935,2017-03-01 11:31:23
110.77,94.9,1,1.0,1.0,94.9,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.03657445118210798,0.005732042115425227,2017-03-01 11:36:45
349.40999999999997,307.25,1,5.0,5.0,307.25,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.002745346486861556,2017-03-01 11:44:37
85.6,69.9,1,4.0,4.0,69.9,0,7509.955714285714,8604.773666666666,58.42857142857143,64.96666666666667,2017,3,2,0,0.41980671956235355,0.002876077271950202,2017-03-01 11:51:01
